"Brand","Model","Year","Age","KmDriven","Transmission","Owner","FuelType","PostedDate","IDR_Price"
Honda,Amaze,"2020",4,"64,000 km",Automatic,second,Hybrid/CNG,Nov-24,105050000
Maruti Suzuki,Baleno,"2017",7,"31235.0 km",Automatic,first,Hybrid/CNG,Jul-24,106005000
Maruti Suzuki,Alto-800,"2013",11,"82,743 km",Manual,first,Petrol,Nov-24,41065000
Honda,City,"2014",10,"70,000 km",Automatic,second,Petrol,Nov-24,100275000
Honda,City ZX,"2015",9,"83,000 km",Automatic,second,Petrol,Nov-24,106960000
Maruti Suzuki,Celerio,"2014",10,"17,000 km",Automatic,second,Petrol,Nov-24,65895000
Honda,Civic,"2007",17,"120,000 km",Automatic,second,Hybrid/CNG,Nov-24,27695000
BMW,"5 Series Gt","2010",14,"80,000 km",Automatic,second,Diesel,Nov-24,178203008
Maruti Suzuki,Ritz,"2016",8,"135,000 km",Manual,second,Diesel,Nov-24,57109000
Honda,City Hybrid eHEV,"2022",2,"32,000 km",Automatic,first,Hybrid/CNG,Nov-24,348575008
Maruti Suzuki,Alto K10,"2018",6,"11000.0 km",Automatic,second,Petrol,Nov-24,72198000
Maruti Suzuki,Baleno,"2017",7,"53,000 km",Manual,first,Hybrid/CNG,Nov-24,113645000
Kia,Seltos,"2021",3,"89,000 km",Automatic,first,Diesel,Nov-24,318015008
Maruti Suzuki,Wagon-R,"2015",9,"75,000 km",Manual,second,Hybrid/CNG,Nov-24,57299808
Hyundai,Creta,"2020",4,"74,000 km",Automatic,first,Diesel,Nov-24,286499808
Tata,Nexon,"2018",6,"61,000 km",Automatic,first,Hybrid/CNG,Oct-24,114409000
Maruti Suzuki,Alto-800,"2022",2,"3,350 km",Manual,second,Petrol,Nov-24,74490000
Tata,Nexon,"2018",6,"80,000 km",Automatic,second,Diesel,Nov-24,145160000
Toyota,Etios,"2018",6,"90,000 km",Manual,first,Diesel,Nov-24,158530000
Maruti Suzuki,Celerio,"2017",7,"43,000 km",Manual,first,Hybrid/CNG,Nov-24,71625000
Kia,Seltos,"2021",3,"16 km",Manual,first,Petrol,Nov-24,152800000
Maruti Suzuki,Eeco,"2015",9,"0",Automatic,second,Hybrid/CNG,Nov-24,49660000
Hyundai,Creta,"2018",6,"87,695 km",Manual,first,Diesel,Nov-24,152799808
Maruti Suzuki,Celerio X,"2019",5,"59000.0 km",Manual,first,Hybrid/CNG,Nov-24,90725000
Hyundai,Grand i10,"2018",6,"21,000 km",Automatic,first,Petrol,Nov-24,88815000
BMW,"3 Series GT","2015",9,"61,000 km",Automatic,second,Diesel,Nov-24,286500000
Mahindra,Alturas G4,"2019",5,"30,700 km",Automatic,first,Diesel,Nov-24,456489984
Hyundai,i20 Active,"2017",7,"69,000 km",Manual,first,Petrol,Nov-24,89770000
Maruti Suzuki,Alto,"2010",14,"100,000 km",Manual,second,Petrol,Nov-24,42975000
Maruti Suzuki,Swift,"2016",8,"117,592 km",Manual,first,Petrol,Nov-24,105050000
Mahindra,Bolero,"2016",8,"112000.0 km",Manual,first,Diesel,Nov-24,145160000
Nissan,Sunny,"2013",11,"111,519 km",Manual,second,Diesel,Nov-24,35335000
Maruti Suzuki,Dzire,"2018",6,"25000.0 km",Automatic,second,Petrol,Nov-24,120330000
Maruti Suzuki,Wagon-R,"2022",2,"42,000 km",Manual,first,Hybrid/CNG,Nov-24,109825000
Hyundai,Creta,"2021",3,"83,000 km",Manual,first,Diesel,Nov-24,246390000
Maruti Suzuki,Ignis,"2019",5,"82,123 km",Automatic,first,Hybrid/CNG,Nov-24,86905000
Volkswagen,Ameo,"2018",6,"106,901 km",Automatic,first,Diesel,Nov-24,138475008
Maruti Suzuki,Alto-K10,"2015",9,"68,000 km",Manual,second,Hybrid/CNG,Nov-24,52525000
Maruti Suzuki,Celerio,"2018",6,"25,193 km",Manual,first,Petrol,Nov-24,70670000
Maruti Suzuki,Celerio,"2015",9,"61,479 km",Automatic,first,Petrol,Nov-24,69715000
Hyundai,Grand i10,"2015",9,"69,000 km",Manual,second,Petrol,Nov-24,84040000
Maruti Suzuki,Wagon-R-1-0,"2021",3,"38,000 km",Manual,first,Hybrid/CNG,Nov-24,106769000
Tata,Nexon,"2021",3,"31,000 km",Manual,second,Hybrid/CNG,Nov-24,124150000
Nissan,Terrano,"2014",10,"150,000 km",Manual,second,Diesel,Nov-24,108870000
Hyundai,i20,"2011",13,"82,000 km",Manual,first,Petrol,Nov-24,45840000
Hyundai,i20,"2016",8,"80,000 km",Manual,first,Petrol,Nov-24,96455000
Mahindra,Marazzo,"2018",6,"95,000 km",Manual,first,Diesel,Nov-24,167124992
Hyundai,Grand i10 Nios,"2019",5,"59,284 km",Automatic,second,Petrol,Nov-24,101803000
Toyota,"2.8 Legender 4X2","2021",3,"33,000 km",Automatic,first,Diesel,Nov-24,754449984
BMW,X3,"2012",12,"100,000 km",Automatic,second,Diesel,Nov-24,181450000
Mahindra,Xylo,"2013",11,"16 km",Manual,first,Diesel,Nov-24,47750000
Fiat,Avventura,"2016",8,"63,000 km",Manual,second,Diesel,Nov-24,78310000
Maruti Suzuki,Wagon-R-1-0,"2024",0,"10,000 km",Automatic,first,Hybrid/CNG,Nov-24,158530000
Renault,KWID,"2017",7,"100,000 km",Manual,first,Petrol,Nov-24,38200000
Hyundai,Eon,"2011",13,"33,000 km",Manual,second,Petrol,Nov-24,42020000
Maruti Suzuki,Ignis,"2017",7,"53,000 km",Automatic,first,Petrol,Nov-24,105050000
Volkswagen,Tiguan,"2018",6,"52,000 km",Automatic,first,Diesel,Nov-24,365764992
Nissan,Terrano,"2013",11,"99000.0 km",Manual,second,Diesel,Nov-24,80220000
Maruti Suzuki,Wagon-R,"2015",9,"0",Manual,second,Hybrid/CNG,Nov-24,41065000
Maruti Suzuki,Celerio,"2016",8,"65,000 km",Automatic,second,Hybrid/CNG,Nov-24,69715000
Maruti Suzuki,Swift-Dzire,"2011",13,"190,000 km",Manual,second,Hybrid/CNG,Nov-24,27695000
Toyota,Camry,"2019",5,"16000.0 km",Automatic,first,Hybrid/CNG,Nov-24,678049984
Maruti Suzuki,Celerio,"2016",8,"90,000 km",Automatic,first,Hybrid/CNG,Nov-24,68760000
Maruti Suzuki,Baleno,"2017",7,"33,555 km",Automatic,first,Hybrid/CNG,Oct-24,95415008
Hyundai,Elite i20,"2019",5,"70,000 km",Manual,second,Diesel,Nov-24,139430000
Maruti Suzuki,Swift-Dzire,"2009",15,"43,256 km",Manual,second,Petrol,Nov-24,55390000
Kia,Seltos,"2023",1,"23,000 km",Automatic,first,Diesel,Nov-24,352395008
Maruti Suzuki,Ertiga,"2022",2,"53,000 km",Manual,first,Hybrid/CNG,Nov-24,214111008
Maruti Suzuki,Swift,"2010",14,"99,000 km",Manual,second,Diesel,Nov-24,54435000
Nissan,Magnite,"2022",2,"17,000 km",Manual,first,Petrol,Nov-24,142295008
Land Rover,Range Rover Evoque,"2021",3,"31,527 km",Automatic,second,Diesel,Oct-24,1069600000
BMW,"3 Series GT","2014",10,"68,000 km",Automatic,second,Diesel,Nov-24,295859008
Toyota,Fortuner,"2014",10,"175,000 km",Automatic,second,Diesel,Nov-24,233975008
Maruti Suzuki,Alto,"2008",16,"89,000 km",Automatic,first,Hybrid/CNG,Nov-24,22920000
Honda,Amaze,"2018",6,"29,295 km",Automatic,second,Petrol,Nov-24,101230000
Honda,City,"2015",9,"63,007 km",Manual,first,Petrol,Nov-24,124150000
Maruti Suzuki,Celerio,"2014",10,"61,000 km",Automatic,first,Petrol,Sep-24,72580000
Mercedes-Benz,GLS,"2018",6,"45,000 km",Automatic,second,Diesel,Nov-24,1336999808
Maruti Suzuki,Celerio,"2018",6,"89,124 km",Automatic,second,Petrol,Nov-24,92635000
Hyundai,i10,"2012",12,"76,000 km",Manual,second,Hybrid/CNG,Sep-24,36290000
Hyundai,Santro Xing,"2012",12,"83,000 km",Manual,second,Petrol,Nov-24,28459000
Hyundai,i20,"2014",10,"73,000 km",Manual,second,Petrol,Nov-24,101230000
Maruti Suzuki,Wagon-R,"2016",8,"91,000 km",Manual,second,Hybrid/CNG,Nov-24,80411000
Toyota,Corolla Altis,"2017",7,"46,868 km",Automatic,second,Petrol,Sep-24,138474816
Mahindra,Scorpio,"2017",7,"71,000 km",Manual,second,Diesel,Nov-24,166170000
Maruti Suzuki,Swift,"2018",6,"62,000 km",Automatic,second,Petrol,Nov-24,117465000
Hyundai,i10,"2009",15,"28 km",Automatic,second,Hybrid/CNG,Nov-24,20055000
Mercedes-Benz,E-Class,"2014",10,"80,000 km",Automatic,second,Diesel,Nov-24,266444992
Maruti Suzuki,Wagon-R,"2014",10,"92,000 km",Manual,first,Hybrid/CNG,Nov-24,56345000
Maruti Suzuki,Wagon-R,"2014",10,"79,000 km",Manual,second,Hybrid/CNG,Nov-24,62075000
Mitsubishi,Pajero Sport,"2015",9,"80,000 km",Automatic,second,Diesel,Nov-24,255940000
Toyota,Fortuner,"2022",2,"34,000 km",Automatic,first,Diesel,Nov-24,840400000
Mahindra,Scorpio,"2020",4,"153,058 km",Manual,first,Diesel,Nov-24,190044992
Tata,Nexon,"2020",4,"69,000 km",Manual,first,Hybrid/CNG,Nov-24,128925000
Hyundai,Verna,"2019",5,"44,500 km",Automatic,second,Hybrid/CNG,Nov-24,156620000
Jaguar,Others,"2014",10,"74,000 km",Automatic,first,Diesel,Nov-24,429750016
Volkswagen,Polo,"2019",5,"40,000 km",Manual,first,Petrol,Nov-24,146115008
Toyota,Innova,"2015",9,"111,000 km",Manual,second,Diesel,Nov-24,143250000
Renault,Triber,"2021",3,"70,000 km",Manual,first,Petrol,Nov-24,117465000
Chevrolet,Cruze,"2017",7,"64,000 km",Automatic,second,Diesel,Nov-24,111735000
Honda,Amaze,"2019",5,"42,000 km",Manual,second,Hybrid/CNG,Nov-24,106005000
Maruti Suzuki,Celerio,"2015",9,"60,000 km",Automatic,second,Hybrid/CNG,Nov-24,62075000
Honda,Jazz,"2021",3,"31,000 km",Automatic,second,Petrol,Nov-24,160440000
Tata,Tiago,"2023",1,"27,000 km",Automatic,first,Hybrid/CNG,Nov-24,127970000
Maruti Suzuki,Ertiga,"2020",4,"120,000 km",Manual,second,Hybrid/CNG,Nov-24,167124992
Tata,Harrier,"2021",3,"47,000 km",Automatic,first,Diesel,Nov-24,224424992
Hyundai,i20,"2011",13,"30 km",Automatic,first,Hybrid/CNG,Nov-24,37245000
Honda,Mobilio,"2014",10,"90,000 km",Manual,second,Diesel,Nov-24,98365000
Hyundai,Grand i10 Nios,"2021",3,"55,000 km",Manual,first,Hybrid/CNG,Nov-24,118611000
Mercedes-Benz,GLA Class,"2015",9,"72000.0 km",Automatic,first,Diesel,Nov-24,315340992
Hyundai,i10,"2009",15,"50,000 km",Automatic,first,Hybrid/CNG,Nov-24,6685000.0
Maruti Suzuki,Omni,"2011",13,"20 km",Automatic,second,Petrol,Nov-24,28650000
Renault,Triber,"2021",3,"40,000 km",Automatic,first,Petrol,Nov-24,119375000
Toyota,Innova Crysta,"2018",6,"133,000 km",Automatic,first,Diesel,Nov-24,315150016
Maruti Suzuki,Wagon-R,"2020",4,"80,000 km",Automatic,first,Hybrid/CNG,Nov-24,106960000
Hyundai,Grand i10,"2014",10,"70,000 km",Automatic,first,Petrol,Nov-24,74490000
Ford,Endeavour,"2019",5,"63,988 km",Automatic,first,Diesel,Nov-24,592099968
Volkswagen,Vento,"2013",11,"52000.0 km",Automatic,first,Petrol,Nov-24,84040000
Audi,A6,"2017",7,"43000.0 km",Automatic,second,Diesel,May-24,563449984
Hyundai,Verna,"2016",8,"65,000 km",Automatic,first,Petrol,Nov-24,132745000
Toyota,Corolla,"2007",17,"80,000 km",Automatic,first,Hybrid/CNG,Nov-24,31515000
Maruti Suzuki,Celerio,"2015",9,"72,000 km",Automatic,second,Petrol,Oct-24,70097000
Maruti Suzuki,Alto-800,"2013",11,"80,000 km",Manual,first,Hybrid/CNG,Nov-24,46795000
Tata,Nano,"2016",8,"80,000 km",Manual,second,Petrol,Nov-24,23875000
Mercedes-Benz,GLA,"2019",5,"33,500 km",Automatic,first,Diesel,Nov-24,353350016
Honda,City,"2010",14,"96,000 km",Automatic,second,Hybrid/CNG,Nov-24,52525000
Maruti Suzuki,Swift-Dzire,"2012",12,"74,000 km",Manual,first,Petrol,Nov-24,61120000
BMW,"3 Series GT","2015",9,"61,000 km",Automatic,second,Diesel,Nov-24,286500000
Hyundai,Elite i20,"2014",10,"107,000 km",Manual,second,Diesel,Nov-24,76400000
Ssangyong,Rexton,"2013",11,"85,000 km",Automatic,second,Diesel,Nov-24,109825000
Maruti Suzuki,Vitara-Brezza,"2019",5,"98,250 km",Manual,second,Diesel,Nov-24,105050000
Hyundai,Venue,"2019",5,"90,208 km",Manual,first,Diesel,Nov-24,152800000
Honda,Amaze,"2021",3,"69,052 km",Manual,second,Petrol,Nov-24,110207000
Renault,Triber,"2020",4,"69,000 km",Manual,second,Hybrid/CNG,Nov-24,90725000
Maruti Suzuki,Alto-K10,"2018",6,"70,150 km",Automatic,second,Hybrid/CNG,Oct-24,53692200
Hyundai,Creta,"2023",1,"21,000 km",Automatic,first,Petrol,Nov-24,324699808
Toyota,Fortuner,"2010",14,"140,000 km",Manual,second,Diesel,Nov-24,147643008
Tata,Tiago,"2022",2,"65,000 km",Automatic,first,Hybrid/CNG,Nov-24,95118000
Maruti Suzuki,Omni,"2010",14,"80,000 km",Manual,second,Hybrid/CNG,Nov-24,23875000
Honda,City,"2015",9,"75000.0 km",Automatic,second,Petrol,Nov-24,111735000
Maruti Suzuki,Eeco,"2020",4,"62,000 km",Manual,first,Hybrid/CNG,Nov-24,78310000
Maruti Suzuki,Swift,"2011",13,"90,401 km",Manual,second,Petrol,Nov-24,63030000
Kia,Sonet,"2023",1,"20,600 km",Manual,first,Diesel,Nov-24,238750000
Mahindra,Scorpio,"2017",7,"60000.0 km",Manual,first,Diesel,Nov-24,169035008
Maruti Suzuki,Alto,"2012",12,"128,835 km",Manual,first,Petrol,Oct-24,29605000
Honda,WRV,"2018",6,"83,000 km",Manual,first,Petrol,Oct-24,127970000
Maruti Suzuki,Wagon-R,"2018",6,"0 km",Automatic,first,Hybrid/CNG,Nov-24,85949808
Volkswagen,Polo,"2016",8,"152,000 km",Manual,second,Diesel,Nov-24,95499808
Hyundai,i20,"2011",13,"100,000 km",Manual,second,Diesel,Nov-24,56345000
Hyundai,i10,"2011",13,"56,000 km",Manual,first,Petrol,Nov-24,33425000
Hyundai,Xcent,"2016",8,"59,000 km",Automatic,second,Petrol,Nov-24,53289000
Toyota,Innova,"2015",9,"295,000 km",Manual,first,Diesel,Nov-24,254030000
Volkswagen,Tiguan,"2017",7,"68,000 km",Automatic,first,Diesel,Nov-24,286499808
Fiat,Grand Punto,"2012",12,"90,000 km",Manual,second,Petrol,Nov-24,25785000
Mahindra,Scorpio,"2017",7,"78,197 km",Manual,first,Diesel,Nov-24,181450000
Toyota,Corolla Altis,"2009",15,"75,000 km",Automatic,second,Hybrid/CNG,Nov-24,85950000
Chevrolet,Cruze,"2010",14,"75,000 km",Manual,second,Diesel,Nov-24,55390000
Honda,Civic,"2010",14,"85,000 km",Automatic,second,Hybrid/CNG,Nov-24,30560000
Mahindra,Bolero Neo,"2021",3,"65,000 km",Manual,second,Diesel,Oct-24,167124992
Tata,Indica Vista,"2011",13,"48,000 km",Manual,second,Diesel,Nov-24,18145000
Hyundai,Grand i10,"2017",7,"53000.0 km",Manual,second,Hybrid/CNG,Nov-24,85950000
Hyundai,i20,"2023",1,"22,000 km",Manual,first,Petrol,Nov-24,148024992
Volvo,XC 90,"2017",7,"98,000 km",Automatic,second,Diesel,Nov-24,573000000
Jeep,Wrangler,"2022",2,"39,000 km",Automatic,first,Petrol,Nov-24,1107800064
Maruti Suzuki,Ertiga,"2022",2,"80,000 km",Automatic,second,Hybrid/CNG,Nov-24,214875008
Mahindra,Thar,"2020",4,"76,108 km",Automatic,first,Diesel,Nov-24,256895008
Hyundai,Aura,"2021",3,"89,500 km",Automatic,second,Hybrid/CNG,Nov-24,105340512
Maruti Suzuki,S-Cross1,"2018",6,"90,000 km",Manual,first,Diesel,Nov-24,100275000
BMW,X5,"2020",4,"60,000 km",Automatic,first,Diesel,Nov-24,1316180992
Volkswagen,Tiguan,"2018",6,"52,000 km",Automatic,first,Diesel,Nov-24,365764992
Maruti Suzuki,Wagon-R,"2014",10,"106,000 km",Manual,second,Hybrid/CNG,Nov-24,53480000
Hyundai,Verna,"2018",6,"70,000 km",Automatic,first,Diesel,Nov-24,181449808
Mahindra,Scorpio,"2018",6,"90000.0 km",Manual,first,Diesel,Nov-24,248108992
Mahindra,Thar,"2022",2,"7,000 km",Automatic,first,Diesel,Nov-24,309420000
Hyundai,Grand i10,"2018",6,"10,000 km",Manual,second,Petrol,Oct-24,80411000
Maruti Suzuki,Alto-800,"2016",8,"86,000 km",Manual,first,Hybrid/CNG,Nov-24,43930000
Hyundai,i10,"2011",13,"65,000 km",Manual,first,Hybrid/CNG,Nov-24,45840000
Maruti Suzuki,Baleno,"2021",3,"22,000 km",Manual,first,Petrol,Nov-24,126060000
Volkswagen,Ameo,"2018",6,"85,400 km",Automatic,first,Diesel,Nov-24,89770000
Tata,Tiago,"2017",7,"82,010 km",Manual,second,Hybrid/CNG,Nov-24,70670000
Jeep,Compass,"2019",5,"59,000 km",Automatic,second,Petrol,Nov-24,257850000
Maruti Suzuki,Ertiga,"2014",10,"75,666 km",Manual,second,Hybrid/CNG,Nov-24,112690000
Honda,City,"2015",9,"138,753 km",Manual,second,Diesel,Nov-24,63030000
Maruti Suzuki,Wagon-R,"2020",4,"63,000 km",Manual,second,Hybrid/CNG,Nov-24,90725000
Mahindra,KUV 100,"2016",8,"107,000 km",Manual,first,Diesel,Nov-24,80220000
Maruti Suzuki,Eeco,"2021",3,"37,000 km",Automatic,first,Hybrid/CNG,Oct-24,82130000
Maruti Suzuki,Ertiga,"2022",2,"88,392 km",Manual,second,Hybrid/CNG,Nov-24,175720000
Maruti Suzuki,Swift,"2018",6,"91,000 km",Automatic,first,Diesel,Nov-24,126060000
Maruti Suzuki,Celerio,"2015",9,"114,000 km",Automatic,second,Petrol,Nov-24,71625000
Mercedes-Benz,C-Class,"2011",13,"68,000 km",Automatic,second,Petrol,Nov-24,171900000
Maruti Suzuki,Wagon-R-1-0,"2012",12,"84,000 km",Manual,first,Hybrid/CNG,Nov-24,51570000
Mercedes-Benz,C-Class,"2018",6,"51,000 km",Automatic,second,Diesel,Nov-24,544350016
Toyota,Fortuner,"2014",10,"90,220 km",Automatic,first,Diesel,Nov-24,210099808
Audi,A4,"2012",12,"1 km",Automatic,second,Diesel,Nov-24,205324992
Maruti Suzuki,Alto,"2011",13,"106,000 km",Automatic,first,Hybrid/CNG,Nov-24,30560000
Volkswagen,Jetta,"2013",11,"0",Manual,second,Diesel,Nov-24,59210000
Mercedes-Benz,E-Class,"2013",11,"68,000 km",Automatic,second,Petrol,Oct-24,243524992
Volkswagen,Polo,"2015",9,"40,200 km",Manual,first,Petrol,Nov-24,95309000
Hyundai,Creta,"2016",8,"90,500 km",Automatic,first,Diesel,Nov-24,152799808
Maruti Suzuki,Swift,"2008",16,"86,000 km",Manual,second,Hybrid/CNG,Nov-24,27695000
Maruti Suzuki,Baleno,"2018",6,"67,000 km",Automatic,second,Petrol,Nov-24,100275000
Maruti Suzuki,Ciaz,"2016",8,"67,000 km",Manual,first,Petrol,Nov-24,85759000
Ford,Ecosport,"2019",5,"40,860 km",Automatic,first,Hybrid/CNG,Oct-24,148024992
Volkswagen,VentoTest,"2012",12,"90,000 km",Manual,first,Petrol,Nov-24,55390000
Maruti Suzuki,Eeco,"2019",5,"81,520 km",Automatic,first,Hybrid/CNG,Nov-24,68760000
Maruti Suzuki,Wagon-R-1-0,"2016",8,"59,000 km",Automatic,first,Petrol,Oct-24,79265000
Hyundai,Verna,"2019",5,"52,000 km",Manual,second,Hybrid/CNG,Oct-24,132745000
Hyundai,i20,"2013",11,"68,000 km",Manual,second,Hybrid/CNG,Nov-24,72389000
Mercedes-Benz,C-Class,"2016",8,"43000.0 km",Automatic,first,Petrol,Nov-24,553900032
Honda,City,"2012",12,"60,000 km",Automatic,second,Hybrid/CNG,Nov-24,61311000
Maruti Suzuki,Swift,"2023",1,"30,000 km",Manual,first,Hybrid/CNG,Nov-24,146115008
Volkswagen,VentoTest,"2013",11,"65,000 km",Automatic,first,Petrol,Nov-24,66659000
Maruti Suzuki,Ciaz,"2017",7,"93,000 km",Manual,second,Diesel,Nov-24,114600000
Tata,Zest,"2018",6,"190,000 km",Manual,first,Diesel,Nov-24,47750000
Mercedes-Benz,S-Class,"2008",16,"70000.0 km",Automatic,second,Diesel,Nov-24,191000000
Maruti Suzuki,Eeco,"2023",1,"35,000 km",Automatic,second,Hybrid/CNG,Nov-24,97410000
Maruti Suzuki,Wagon-R-1-0,"2017",7,"84,127 km",Manual,first,Petrol,Nov-24,71625000
Honda,City,"2019",5,"37,000 km",Automatic,second,Petrol,Nov-24,178584992
Honda,Jazz,"2017",7,"63,000 km",Automatic,first,Petrol,Nov-24,123195000
Renault,Duster,"2017",7,"58,000 km",Manual,first,Diesel,Nov-24,106005000
Tata,Tigor,"2020",4,"61,000 km",Automatic,first,Hybrid/CNG,Nov-24,107151000
Maruti Suzuki,Wagon-R-1-0,"2013",11,"70,000 km",Manual,second,Petrol,Nov-24,42020000
Maruti Suzuki,Eeco,"2012",12,"50,000 km",Manual,second,Hybrid/CNG,Nov-24,52525000
Maruti Suzuki,"800","2002",22,"51,000 km",Manual,first,Petrol,Nov-24,14898000
Mahindra,Jeep,"1997",27,"225,897 km",Manual,second,Diesel,Nov-24,36290000
Tata,Indica V2,"2010",14,"82,000 km",Manual,first,Diesel,Nov-24,25785000
Hyundai,Grand i10 Nios,"2021",3,"20,121 km",Manual,second,Petrol,Nov-24,127015000
Maruti Suzuki,Eeco,"2019",5,"95,000 km",Automatic,first,Hybrid/CNG,Nov-24,82130000
Toyota,Fortuner,"2015",9,"168,000 km",Manual,first,Diesel,Nov-24,296240992
Mahindra,XUV 300,"2021",3,"17,000 km",Manual,second,Petrol,Nov-24,176675008
Audi,A4,"2016",8,"43,715 km",Automatic,second,Diesel,Nov-24,338070016
Maruti Suzuki,Ertiga,"2023",1,"62,000 km",Manual,first,Hybrid/CNG,Nov-24,240660000
Hyundai,i10,"2011",13,"45,000 km",Manual,second,Petrol,Nov-24,60165000
MG,Hector,"2023",1,"17,000 km",Automatic,first,Petrol,Nov-24,386775008
Maruti Suzuki,Ertiga,"2020",4,"47,000 km",Automatic,first,Hybrid/CNG,Nov-24,190044992
Maruti Suzuki,Swift,"2010",14,"130000.0 km",Manual,first,Diesel,Nov-24,70670000
Mahindra,Bolero,"2018",6,"48,248 km",Manual,second,Diesel,Nov-24,143250000
Mahindra,Bolero Neo,"2022",2,"42,000 km",Manual,first,Diesel,Nov-24,172855008
Honda,City,"2015",9,"71,800 km",Manual,second,Hybrid/CNG,Oct-24,89770000
Toyota,Innova Crysta,"2019",5,"71,000 km",Manual,first,Diesel,Nov-24,310375008
Maruti Suzuki,Wagon-R,"2015",9,"85,000 km",Manual,second,Petrol,Nov-24,56918000
Maruti Suzuki,Swift-Dzire,"2013",11,"41,000 km",Automatic,first,Hybrid/CNG,Oct-24,73535000
Renault,Duster,"2013",11,"86,000 km",Manual,second,Diesel,Nov-24,42975000
Maruti Suzuki,Celerio,"2017",7,"64,000 km",Automatic,second,Hybrid/CNG,Nov-24,74490000
Maruti Suzuki,Swift-Dzire,"2010",14,"150,549 km",Manual,first,Diesel,Nov-24,72580000
Honda,City,"2014",10,"65,000 km",Automatic,first,Petrol,Nov-24,72580000
Honda,City,"2017",7,"45,000 km",Automatic,second,Petrol,Nov-24,148024992
Hyundai,Creta,"2019",5,"68000.0 km",Automatic,second,Petrol,Nov-24,224424992
Maruti Suzuki,Swift,"2015",9,"45,000 km",Manual,first,Hybrid/CNG,Nov-24,65895000
Maruti Suzuki,Eeco,"2022",2,"56,000 km",Automatic,first,Hybrid/CNG,Nov-24,95500000
Maruti Suzuki,Eeco,"2021",3,"50,000 km",Automatic,second,Petrol,Nov-24,91680000
Maruti Suzuki,XL6,"2019",5,"68,738 km",Manual,first,Hybrid/CNG,Nov-24,171900000
Maruti Suzuki,"800","2016",8,"75,000 km",Automatic,second,Hybrid/CNG,Nov-24,38200000
Mahindra,Ssangyong Rexton,"2013",11,"65000.0 km",Automatic,second,Diesel,Nov-24,109825000
Hyundai,Creta,"2017",7,"69,000 km",Automatic,second,Petrol,Nov-24,149935008
BMW,X5,"2020",4,"60,000 km",Automatic,first,Diesel,Nov-24,1316180992
Maruti Suzuki,Swift-Dzire,"2014",10,"43,000 km",Automatic,second,Petrol,Nov-24,75445000
Maruti Suzuki,Ertiga,"2015",9,"56,800 km",Manual,second,Hybrid/CNG,Nov-24,133699808
BMW,"5 Series","2013",11,"54,000 km",Automatic,first,Diesel,Nov-24,210100000
Toyota,Corolla,"2008",16,"55,000 km",Automatic,second,Petrol,Nov-24,56345000
Maruti Suzuki,Alto-800,"2016",8,"59,521 km",Manual,first,Petrol,Nov-24,46795000
Hyundai,Santro,"2011",13,"100,000 km",Manual,second,Hybrid/CNG,Nov-24,23875000
Ford,Ecosport,"2019",5,"126,353 km",Manual,second,Diesel,Nov-24,148980000
Hyundai,New i20,"2020",4,"48,298 km",Automatic,second,Petrol,Nov-24,180495008
Maruti Suzuki,Alto-K10,"2018",6,"27,000 km",Automatic,first,Petrol,Nov-24,69715000
Hyundai,Creta,"2017",7,"58,212 km",Automatic,first,Diesel,Nov-24,157575008
Maruti Suzuki,Wagon-R,"2017",7,"59,000 km",Manual,second,Hybrid/CNG,Nov-24,61120000
Maruti Suzuki,Eeco,"2018",6,"180,000 km",Automatic,first,Hybrid/CNG,Nov-24,67041000
Mercedes-Benz,E-Class,"2017",7,"60,000 km",Automatic,first,Diesel,Nov-24,429750016
Tata,tata-punch,"2022",2,"43,000 km",Manual,first,Hybrid/CNG,Nov-24,132745000
Maruti Suzuki,Eeco,"2019",5,"49,000 km",Manual,second,Hybrid/CNG,Nov-24,85950000
Mahindra,Bolero,"2013",11,"57,450 km",Manual,first,Diesel,Nov-24,73535000
Ford,Endeavour,"2017",7,"75,000 km",Automatic,second,Diesel,Nov-24,362900000
Maruti Suzuki,Wagon-R,"2013",11,"808 km",Automatic,second,Hybrid/CNG,Nov-24,45840000
BMW,X1,"2017",7,"65,000 km",Automatic,second,Diesel,Oct-24,276950016
Honda,City Hybrid eHEV,"2022",2,"14,000 km",Automatic,first,Hybrid/CNG,Nov-24,171900000
Kia,CERATO,"2024",0,"0 km",Automatic,first,Diesel,Nov-24,8595000.0
Maruti Suzuki,Wagon-R,"2011",13,"79 km",Manual,second,Petrol,Nov-24,52525000
Lexus,ES,"2022",2,"8000.0 km",Automatic,first,Hybrid/CNG,Nov-24,1279699968
Lexus,ES,"2022",2,"30,000 km",Automatic,first,Petrol,Nov-24,1146000000
Tata,Nano,"2016",8,"72,000 km",Manual,second,Hybrid/CNG,Nov-24,38200000
Mahindra,TUV 300,"2015",9,"79900.0 km",Automatic,first,Diesel,Nov-24,109825000
Maruti Suzuki,Ertiga,"2023",1,"32,000 km",Manual,first,Hybrid/CNG,Sep-24,223660992
Maruti Suzuki,Wagon-R-1-0,"2021",3,"42,000 km",Manual,first,Hybrid/CNG,Nov-24,98365000
Toyota,Innova Hycross,"2023",1,"38,100 km",Automatic,first,Hybrid/CNG,Nov-24,725609024
